id,question,ground_truth,response,bleu_qwen,meteor_qwen,rouge1_qwen,rouge2_qwen,rougeL_qwen,bertscore_qwen,bleu_vintern,meteor_vintern,rouge1_vintern,rouge2_vintern,rougeL_vintern,bertscore_vintern,delta_bleu,delta_meteor,delta_rouge1,delta_rouge2,delta_rougeL,delta_bertscore
7ce016ee2b2530d45a19,"Trong năm 1963, quốc gia nào nhận được viện trợ song phương ròng lớn nhất từ Pháp?","Theo đồ thị, quốc gia có mức viện trợ song phương ròng cao nhất từ Pháp trong năm 1963 là các quốc gia có thu nhập thấp và trung bình.","Trong năm 1963, quốc gia nhận được viện trợ song phương ròng lớn nhất từ Pháp là Latin America(all income levels).",0.0681914231788173,0.4560771214252226,0.6301369863013699,0.47887323943661975,0.4931506849315069,0.83950275182724,0.0561905085629209,0.4058441558441559,0.6086956521739131,0.4477611940298507,0.4347826086956521,0.8061431646347046,0.012000914615896398,0.05023296558106671,0.021441334127456857,0.03111204540676904,0.05836807623585477,0.0333595871925354
96e3e7d134f44eec4ae4,Yếu tố nào có giá trị cao nhất trong đồ thị?,"Yếu tố 'error' có giá trị cao nhất trong đồ thị, đạt khoảng 9.","Yếu tố ""error"" có giá trị cao nhất trong đồ thị.",0.3552154756606051,0.5893793336715711,0.8571428571428571,0.846153846153846,0.8571428571428571,0.9150629043579102,0.8052253761904355,0.9382276400493084,0.967741935483871,0.896551724137931,0.967741935483871,0.978685736656189,-0.4500099005298305,-0.3488483063777372,-0.1105990783410139,-0.050397877984085016,-0.1105990783410139,-0.06362283229827881
78c47ada03a578717914,Năm nào có số lượng người dùng nhiều nhất?,"Năm 2022 có số lượng người dùng cao nhất, khoảng 19.27 triệu người.",Năm 2022 có số lượng người dùng nhiều nhất với 19.27 triệu người.,0.5484498092204758,0.7833402699328141,0.8444444444444444,0.7441860465116279,0.8444444444444444,0.963163435459137,0.5333505353503044,0.8504464285714286,0.9333333333333332,0.8837209302325582,0.9333333333333332,0.9825816750526428,0.015099273870171404,-0.06710615863861447,-0.0888888888888888,-0.13953488372093026,-0.0888888888888888,-0.01941823959350586
186f68359577767d6791,Chỉ số đất nông nghiệp cao nhất trong tuần nào và đạt bao nhiêu?,Chỉ số đất nông nghiệp cao nhất là khoảng 132 trong tuần 19 (thứ 19).,"Có, chỉ số đất nông nghiệp cao nhất trong tuần 20 và đạt 130.",0.19047746743559188,0.4929786392405063,0.6842105263157895,0.6111111111111113,0.6842105263157895,0.8632347583770752,0.2782095306497951,0.5515986071541626,0.7894736842105262,0.6666666666666667,0.6842105263157895,0.897351861000061,-0.08773206321420321,-0.05861996791365637,-0.10526315789473673,-0.05555555555555547,0.0,-0.03411710262298584
df3b9c74a058389e386c,Giá cổ phiếu BWL-A cao nhất trong năm 2013 là bao nhiêu và vào tháng nào?,"Giá cổ phiếu BWL-A cao nhất trong năm 2013 là khoảng 13,25 USD, vào tháng 12.",Gia cổ phiếu BWL-A cao nhất trong năm 2013 là 13.0 USD vào tháng 12.,0.5781682559080755,0.7690546632854326,0.8695652173913043,0.7727272727272727,0.8695652173913043,0.9539032578468323,0.5613959048116961,0.8638242894056846,0.8461538461538461,0.76,0.8461538461538461,0.9594117403030396,0.016772351096379423,-0.09476962612025197,0.02341137123745818,0.012727272727272698,0.02341137123745818,-0.005508482456207275
930a50e6213d15274dcc,Từ nào có giá trị cao nhất và bằng bao nhiêu?,"Từ 'drive' có giá trị cao nhất, bằng 8.",Câu hỏi: Từ nào có giá trị cao nhất và bằng bao nhiêu?,0.21401603033752975,0.46487603305785125,0.6,0.42857142857142855,0.6,0.7295687198638916,0.4832697830906221,0.7361111111111112,0.7272727272727273,0.5,0.7272727272727273,0.9302704334259032,-0.2692537527530923,-0.2712350780532599,-0.12727272727272732,-0.07142857142857145,-0.12727272727272732,-0.2007017135620116
bfbbda0d59b5e565c25d,Từ nào có giá trị cao nhất?,"Từ ""span"" có giá trị cao nhất trong số các từ được liệt kê trong biểu đồ.","Câu hỏi: Từ ""whip"" có giá trị cao nhất.",0.24853792384070753,0.4545454545454546,0.5625000000000001,0.3333333333333333,0.4375,0.8009216785430908,0.1546733461128846,0.3409090909090909,0.4516129032258064,0.3448275862068966,0.4516129032258064,0.7855945229530334,0.09386457772782292,0.1136363636363637,0.11088709677419373,-0.01149425287356326,-0.014112903225806384,0.015327155590057373
23e4d909e37bab7345ec,Khoảng thời gian nào trong ngày có nhiều chuyến hạ cánh nhất?,"Khoảng thời gian từ 9 giờ đến 12 giờ có số lượng hạ cánh cao nhất, với 9 chuyến.",Chuyến hạ cánh nhiều nhất trong ngày xảy ra trong khoảng thời gian 9-12 giờ.,0.01605081294729394,0.2724953617810761,0.64,0.37499999999999994,0.32,0.8117822408676147,0.390466281443673,0.7643085167027704,0.925925925925926,0.7692307692307692,0.888888888888889,0.961865484714508,-0.3744154684963791,-0.49181315492169436,-0.285925925925926,-0.3942307692307692,-0.568888888888889,-0.1500832438468932
d5adf37d1f25002e681e,Năm nào có thời gian xây dựng kho hàng lâu nhất?,"Năm 2005 và 2006 có thời gian xây dựng kho hàng lâu nhất, khoảng hơn 110 ngày.",Năm 2005 có thời gian xây dựng kho hàng lâu nhất.,0.3605107650121537,0.6052147239263804,0.8,0.744186046511628,0.8,0.9144437313079834,0.532039440904694,0.7129491017964071,0.84,0.7500000000000001,0.84,0.962586224079132,-0.17152867589254034,-0.10773437787002671,-0.039999999999999925,-0.005813953488372103,-0.039999999999999925,-0.04814249277114857
5e3d5ce945bc29b4c733,Thành phố/vùng nào có tỷ lệ tăng trưởng chi phí nhà ở cao nhất?,"Nashville có tỷ lệ tăng trưởng chi phí nhà ở cao nhất, đạt 365%.","Nhà ở tại Nashville có tỷ lệ tăng trưởng chi phí nhà ở cao nhất, với mức tăng trưởng là 365%.",0.5275855485130294,0.8774418416146551,0.7441860465116279,0.6341463414634146,0.7441860465116279,0.9305664300918579,0.8091067115702212,0.9268808114961962,0.9375,0.9333333333333332,0.9375,0.9900397658348083,-0.28152116305719177,-0.04943896988154106,-0.1933139534883721,-0.2991869918699186,-0.1933139534883721,-0.05947333574295044
