id,question,ground_truth,response,bleu,meteor,rouge1,rouge2,rougeL,bertscore
7ce016ee2b2530d45a19,"Trong năm 1963, quốc gia nào nhận được viện trợ song phương ròng lớn nhất từ Pháp?","Theo đồ thị, quốc gia có mức viện trợ song phương ròng cao nhất từ Pháp trong năm 1963 là các quốc gia có thu nhập thấp và trung bình.","Trong năm 1963, nước nào đã nhận được cơ sở trường quốc tế tại Pháp là Thổ Nhĩo (Với) (Vietnam). Vietnam được thay đổi lịch sử và t�",0.01871980086991623,0.25765306122448983,0.5500000000000002,0.17948717948717952,0.3,0.6990700960159302
96e3e7d134f44eec4ae4,Yếu tố nào có giá trị cao nhất trong đồ thị?,"Yếu tố 'error' có giá trị cao nhất trong đồ thị, đạt khoảng 9.","Cau hoi trong đồ thị là vấn đề mạnh mỡ nhất, bao gồm yếu tố đóng dẫn đến giá trị cao nhất trong đồ thị. Ví dụ, giá tr",0.1676784955078518,0.4746835443037974,0.48979591836734687,0.3404255319148936,0.40816326530612246,0.7554778456687927
78c47ada03a578717914,Năm nào có số lượng người dùng nhiều nhất?,"Năm 2022 có số lượng người dùng cao nhất, khoảng 19.27 triệu người.","Cau hoi: Năm nào có số lượng người dùng nhiều nhất là năm 2020. Trong đó, các trang web, các chương trình mạng lưới và các dịch vụ social media đã",0.09941490945601678,0.3454748376623377,0.4776119402985074,0.27692307692307694,0.4477611940298507,0.7278539538383484
186f68359577767d6791,Chỉ số đất nông nghiệp cao nhất trong tuần nào và đạt bao nhiêu?,Chỉ số đất nông nghiệp cao nhất là khoảng 132 trong tuần 19 (thứ 19).,"To find out the highest grossing agricultural product within a specific week, I will need to access real-time data from reliable sources. As I am an AI language model, I don't have direct access to such data. However, I can provide you with a general idea of how to find this information using available data sources",0.003148013662646501,0.024752475247524754,0.025641025641025644,0.0,0.025641025641025644,0.6141263842582703
df3b9c74a058389e386c,Giá cổ phiếu BWL-A cao nhất trong năm 2013 là bao nhiêu và vào tháng nào?,"Giá cổ phiếu BWL-A cao nhất trong năm 2013 là khoảng 13,25 USD, vào tháng 12.","To find the information you're looking for, I will perform the following steps:

1. Search for the highest-priced Vietnamese Black-White Long (BWL) shares in the year 2013.
2. Determine the number of shares that were sold during that time.

Step 1: Searching for the highest",0.004635487482440636,0.07317073170731708,0.05555555555555555,0.0,0.05555555555555555,0.61183100938797
930a50e6213d15274dcc,Từ nào có giá trị cao nhất và bằng bao nhiêu?,"Từ 'drive' có giá trị cao nhất, bằng 8.","Cau hoi trong lĩnh vực thị trường có thể gây ra khá khó khai, nhưng trong bối cảnh này, giá trị cao nhất là ""Apple Inc."" (AAPL) với một số giá",0.03511476270817333,0.3231884057971015,0.33962264150943394,0.15686274509803924,0.22641509433962262,0.7108122110366821
bfbbda0d59b5e565c25d,Từ nào có giá trị cao nhất?,"Từ ""span"" có giá trị cao nhất trong số các từ được liệt kê trong biểu đồ.","Cau hoi trong lĩnh vực thị trường có thể có giá trị cao nhất trong nhiều môi trường và giá trị khác nhau. Ví dụ, trong nhiều ngành và tình trạ",0.16020720994064927,0.32341750259425806,0.41935483870967744,0.19999999999999998,0.3225806451612903,0.7097512483596802
23e4d909e37bab7345ec,Khoảng thời gian nào trong ngày có nhiều chuyến hạ cánh nhất?,"Khoảng thời gian từ 9 giờ đến 12 giờ có số lượng hạ cánh cao nhất, với 9 chuyến.",Cau hoi: Khoảng thời gian nào trong ngày có nhiều chuyến hạ cánh nhất là ngày 30 tháng 10 (từ ngày 1 đến ngày 31/1,0.0236661293256479,0.28603830645161293,0.53125,0.2903225806451613,0.40625000000000006,0.7183398604393005
d5adf37d1f25002e681e,Năm nào có thời gian xây dựng kho hàng lâu nhất?,"Năm 2005 và 2006 có thời gian xây dựng kho hàng lâu nhất, khoảng hơn 110 ngày.","Cau hoi: Năm nào có thời gian xây dựng kho hàng lâu nhất là một câu trả lời khác nhau, bởi vì sử dụng kho hàng có thể gặp lú",0.24421958958397624,0.4622693854903593,0.6301369863013698,0.4225352112676057,0.5479452054794521,0.7461316585540771
5e3d5ce945bc29b4c733,Thành phố/vùng nào có tỷ lệ tăng trưởng chi phí nhà ở cao nhất?,"Nashville có tỷ lệ tăng trưởng chi phí nhà ở cao nhất, đạt 365%.","To find out which urban area or region has the highest increase in property prices, I will perform a search using reliable sources and data. Here are the steps I will follow:

1. Search for reliable data on property prices in various urban areas or regions.
2. Identify the most recent data available.
3. Compare the",0.003496039269903171,0.053191489361702135,0.0,0.0,0.0,0.5844876766204834
1aa13ca2766358678e87,Tỷ lệ lao động của nam giới ở Eritrea trong năm 1995 là bao nhiêu?,Tỷ lệ nam giới trong độ tuổi 15-24 tham gia lực lượng lao động ở Eritrea năm 1995 khoảng 84%.,"Eritrea, một nước với tinh hoạt hóa định 1994, không có các phương trình tuyệt vời để cập nhật tỷ lệ lao động của người dân. T�",0.010900096978029118,0.11363636363636362,0.3582089552238806,0.061538461538461535,0.2388059701492537,0.6871062517166138
fe2477d9debf1fb62a88,"Trong năm 2009, quốc gia nào có số tiền đầu tư cao nhất?","Trong năm 2009, Cộng hòa Kyrgyz có số tiền đầu tư cao nhất. Số tiền đầu tư khoảng 135 triệu USD.","Trong năm 2009, nước nào có số tiền đầu tư cao nhất là Nhật Bản. Điểm nào đó, Nhật Bản đã đầu tư 6,888 trilião de yens",0.2951516238086372,0.5050947559709241,0.5074626865671642,0.39999999999999997,0.5074626865671642,0.7915369272232056
42615fe6a01b0561b2e8,Quốc gia nào có giá trung bình cao nhất?,Hoa Kỳ,"Cau hoi: Giá trung bình của các quốc gia trên thế giới có nhưng vẻ là với các quốc gia của thế giới này, những quốc gia đang có giá trung bình cao nh",0.0,0.0,0.0,0.0,0.0,0.5920733213424683
a0fc4d04878d5c5baf0c,Giá trị của 'expert' trên trục ngang là bao nhiêu?,Giá trị của 'expert' trên trục ngang là khoảng -4.,"Cau hoi trong trục ngang là một vấn đề thực sự, với giá trị của 'expert' ở đây là một thể loại người có kỹ thuật, chuyên môn, kinh nghiệ",0.12565368633877144,0.5409071180555556,0.40740740740740744,0.2692307692307692,0.25925925925925924,0.7354058027267456
e359fd87cd666e2c95b8,Quốc gia nào có tỷ lệ động vật có vú bị đe dọa cao nhất trong năm 2015?,"Mexico có tỷ lệ động vật có vú bị đe dọa cao nhất trong năm 2015, với 26,8%.","Trong năm 2015, tỸ lệ động vật đe dọa cao nhất trong quốc gia đang có vú là Việt Nam. Việt Nam có nhiều tổ chức đe dọa và các",0.170595737016168,0.5495818399044207,0.5846153846153846,0.4444444444444444,0.39999999999999997,0.7674350738525391
