id,question,ground_truth,response,bleu,meteor,rouge1,rouge2,rougeL,bertscore
7ce016ee2b2530d45a19,"Trong năm 1963, quốc gia nào nhận được viện trợ song phương ròng lớn nhất từ Pháp?","Theo đồ thị, quốc gia có mức viện trợ song phương ròng cao nhất từ Pháp trong năm 1963 là các quốc gia có thu nhập thấp và trung bình.",**Viện trợ song phương ròng lớn nhất từ Pháp vào năm 1963 thuộc về Việt Nam.**,0.0515858551562094,0.3218884120171674,0.588235294117647,0.42424242424242425,0.5294117647058824,0.7533994913101196
96e3e7d134f44eec4ae4,Yếu tố nào có giá trị cao nhất trong đồ thị?,"Yếu tố 'error' có giá trị cao nhất trong đồ thị, đạt khoảng 9.","Xin lỗi, tôi cần thêm thông tin để trả lời câu hỏi. 
* Bạn vui lòng cung cấp biểu đồ cho tôi. 
* Bạn có thể cho tôi biết tên của biểu đồ? 
* Bạn có thể cho tôi biết dữ liệu biểu đồ là gì?",0.005495155913866061,0.05714285714285715,0.20253164556962025,0.0,0.1518987341772152,0.6353434920310974
78c47ada03a578717914,Năm nào có số lượng người dùng nhiều nhất?,"Năm 2022 có số lượng người dùng cao nhất, khoảng 19.27 triệu người.","Để trả lời câu hỏi này, bạn cần cung cấp biểu đồ.",0.01706602014357155,0.072992700729927,0.3,0.0,0.19999999999999998,0.6284273266792297
186f68359577767d6791,Chỉ số đất nông nghiệp cao nhất trong tuần nào và đạt bao nhiêu?,Chỉ số đất nông nghiệp cao nhất là khoảng 132 trong tuần 19 (thứ 19).,"Theo biểu đồ, chỉ số đất nông nghiệp cao nhất trong tuần là **thứ 7** và đạt **100**.",0.12409597120849801,0.5547337278106508,0.7142857142857143,0.5500000000000002,0.6666666666666666,0.8035830855369568
df3b9c74a058389e386c,Giá cổ phiếu BWL-A cao nhất trong năm 2013 là bao nhiêu và vào tháng nào?,"Giá cổ phiếu BWL-A cao nhất trong năm 2013 là khoảng 13,25 USD, vào tháng 12.","Giá cổ phiếu BWL-A cao nhất trong năm 2013 là **[Giá cao nhất]** và vào tháng **[Tháng]** . 

**Lưu ý:** 

* Bạn cần cung cấp biểu đồ để phân tích.
* Bạn cần thay thế ""[Giá cao nhất]"" và ""[",0.1534296681917733,0.5408653846153848,0.5066666666666667,0.4383561643835616,0.48,0.7250118851661682
930a50e6213d15274dcc,Từ nào có giá trị cao nhất và bằng bao nhiêu?,"Từ 'drive' có giá trị cao nhất, bằng 8.","* Giá trị cao nhất: **[Giá trị của từ đó]**
 
Ví dụ: 
* Giá trị cao nhất: **100** 

Hãy cung cấp biểu đồ và câu hỏi để tôi có thể giúp bạn.",0.011103047724581823,0.3034013605442177,0.32653061224489793,0.1702127659574468,0.32653061224489793,0.6385579705238342
bfbbda0d59b5e565c25d,Từ nào có giá trị cao nhất?,"Từ ""span"" có giá trị cao nhất trong số các từ được liệt kê trong biểu đồ.",,0.0,0.0,0.0,0.0,0.0,0.0
23e4d909e37bab7345ec,Khoảng thời gian nào trong ngày có nhiều chuyến hạ cánh nhất?,"Khoảng thời gian từ 9 giờ đến 12 giờ có số lượng hạ cánh cao nhất, với 9 chuyến.","Theo biểu đồ, khoảng thời gian **từ 17:00 đến 18:00** có nhiều chuyến hạ cánh nhất.",0.01434533437144611,0.3435135135135135,0.6,0.37499999999999994,0.52,0.7929373979568481
d5adf37d1f25002e681e,Năm nào có thời gian xây dựng kho hàng lâu nhất?,"Năm 2005 và 2006 có thời gian xây dựng kho hàng lâu nhất, khoảng hơn 110 ngày.","Để trả lời câu hỏi này, cần xem biểu đồ về thời gian xây dựng kho hàng. 
 
**Lưu ý:** 
* Bạn cần cung cấp biểu đồ để tôi có thể phân tích và trả lời câu hỏi. 
* Tôi chỉ có thể trả lời dựa trên thông tin được",0.05992026878339571,0.3221796332746296,0.42105263157894735,0.25806451612903225,0.3789473684210526,0.6637776494026184
5e3d5ce945bc29b4c733,Thành phố/vùng nào có tỷ lệ tăng trưởng chi phí nhà ở cao nhất?,"Nashville có tỷ lệ tăng trưởng chi phí nhà ở cao nhất, đạt 365%.","Để trả lời câu hỏi này, cần xem biểu đồ về tỷ lệ tăng trưởng chi phí nhà ở của từng thành phố/vùng. 
 
**Lưu ý:** 
* Bạn cần cung cấp biểu đồ để tôi có thể phân tích và trả lời chính xác. 
* Tôi chỉ",0.08678345215657841,0.39789880449221116,0.3291139240506329,0.2337662337662338,0.3291139240506329,0.6658973693847656
1aa13ca2766358678e87,Tỷ lệ lao động của nam giới ở Eritrea trong năm 1995 là bao nhiêu?,Tỷ lệ nam giới trong độ tuổi 15-24 tham gia lực lượng lao động ở Eritrea năm 1995 khoảng 84%.,"Tôi không thể cung cấp thông tin cụ thể về tỷ lệ lao động của nam giới ở Eritrea trong năm 1995. 
Để có thông tin chính xác, bạn có thể tham khảo các nguồn sau:
* Cơ quan thống kê quốc gia của Eritrea
* Các tổ chức quốc tế",0.017335685887215155,0.30573330747850824,0.391304347826087,0.13333333333333333,0.2391304347826087,0.6845736503601074
fe2477d9debf1fb62a88,"Trong năm 2009, quốc gia nào có số tiền đầu tư cao nhất?","Trong năm 2009, Cộng hòa Kyrgyz có số tiền đầu tư cao nhất. Số tiền đầu tư khoảng 135 triệu USD.","Để trả lời câu hỏi này, bạn cần cung cấp biểu đồ cho tôi xem.",0.01030264956999865,0.04926108374384236,0.35294117647058826,0.0,0.23529411764705882,0.6146236658096313
42615fe6a01b0561b2e8,Quốc gia nào có giá trung bình cao nhất?,Hoa Kỳ,"Xin lỗi, tôi cần thêm thông tin về biểu đồ để trả lời câu hỏi.",0.0,0.0,0.0,0.0,0.0,0.6024155616760254
a0fc4d04878d5c5baf0c,Giá trị của 'expert' trên trục ngang là bao nhiêu?,Giá trị của 'expert' trên trục ngang là khoảng -4.,Không có thông tin về giá trị của 'expert' trên trục ngang.,0.48633831680799433,0.6885090218423551,0.7096774193548386,0.6206896551724138,0.6451612903225806,0.8312844634056091
e359fd87cd666e2c95b8,Quốc gia nào có tỷ lệ động vật có vú bị đe dọa cao nhất trong năm 2015?,"Mexico có tỷ lệ động vật có vú bị đe dọa cao nhất trong năm 2015, với 26,8%.","Để trả lời câu hỏi này, bạn cần cung cấp biểu đồ về tỷ lệ động vật có vú bị đe dọa.",0.2061477352156375,0.3715187732551584,0.5555555555555556,0.38461538461538464,0.4444444444444445,0.7268151640892029
