id,question,ground_truth,response,bleu_gemma,meteor_gemma,rouge1_gemma,rouge2_gemma,rougeL_gemma,bertscore_gemma,bleu_vintern,meteor_vintern,rouge1_vintern,rouge2_vintern,rougeL_vintern,bertscore_vintern,delta_bleu,delta_meteor,delta_rouge1,delta_rouge2,delta_rougeL,delta_bertscore
7ce016ee2b2530d45a19,"Trong năm 1963, quốc gia nào nhận được viện trợ song phương ròng lớn nhất từ Pháp?","Theo đồ thị, quốc gia có mức viện trợ song phương ròng cao nhất từ Pháp trong năm 1963 là các quốc gia có thu nhập thấp và trung bình.",**Viện trợ song phương ròng lớn nhất từ Pháp vào năm 1963 thuộc về Việt Nam.**,0.0515858551562094,0.3218884120171674,0.588235294117647,0.42424242424242425,0.5294117647058824,0.7533994913101196,0.0561905085629209,0.4058441558441559,0.6086956521739131,0.4477611940298507,0.4347826086956521,0.8061431646347046,-0.004604653406711498,-0.0839557438269885,-0.020460358056266115,-0.023518769787426452,0.09462915601023025,-0.05274367332458496
96e3e7d134f44eec4ae4,Yếu tố nào có giá trị cao nhất trong đồ thị?,"Yếu tố 'error' có giá trị cao nhất trong đồ thị, đạt khoảng 9.","Xin lỗi, tôi cần thêm thông tin để trả lời câu hỏi. 
* Bạn vui lòng cung cấp biểu đồ cho tôi. 
* Bạn có thể cho tôi biết tên của biểu đồ? 
* Bạn có thể cho tôi biết dữ liệu biểu đồ là gì?",0.005495155913866061,0.05714285714285715,0.20253164556962025,0.0,0.1518987341772152,0.6353434920310974,0.8052253761904355,0.9382276400493084,0.967741935483871,0.896551724137931,0.967741935483871,0.978685736656189,-0.7997302202765695,-0.8810847829064512,-0.7652102899142508,-0.896551724137931,-0.8158432013066558,-0.34334224462509155
78c47ada03a578717914,Năm nào có số lượng người dùng nhiều nhất?,"Năm 2022 có số lượng người dùng cao nhất, khoảng 19.27 triệu người.","Để trả lời câu hỏi này, bạn cần cung cấp biểu đồ.",0.01706602014357155,0.072992700729927,0.3,0.0,0.19999999999999998,0.6284273266792297,0.5333505353503044,0.8504464285714286,0.9333333333333332,0.8837209302325582,0.9333333333333332,0.9825816750526428,-0.5162845152067329,-0.7774537278415016,-0.6333333333333333,-0.8837209302325582,-0.7333333333333333,-0.3541543483734131
186f68359577767d6791,Chỉ số đất nông nghiệp cao nhất trong tuần nào và đạt bao nhiêu?,Chỉ số đất nông nghiệp cao nhất là khoảng 132 trong tuần 19 (thứ 19).,"Theo biểu đồ, chỉ số đất nông nghiệp cao nhất trong tuần là **thứ 7** và đạt **100**.",0.12409597120849801,0.5547337278106508,0.7142857142857143,0.5500000000000002,0.6666666666666666,0.8035830855369568,0.2782095306497951,0.5515986071541626,0.7894736842105262,0.6666666666666667,0.6842105263157895,0.897351861000061,-0.15411355944129707,0.003135120656488133,-0.07518796992481191,-0.11666666666666659,-0.01754385964912286,-0.09376877546310425
df3b9c74a058389e386c,Giá cổ phiếu BWL-A cao nhất trong năm 2013 là bao nhiêu và vào tháng nào?,"Giá cổ phiếu BWL-A cao nhất trong năm 2013 là khoảng 13,25 USD, vào tháng 12.","Giá cổ phiếu BWL-A cao nhất trong năm 2013 là **[Giá cao nhất]** và vào tháng **[Tháng]** . 

**Lưu ý:** 

* Bạn cần cung cấp biểu đồ để phân tích.
* Bạn cần thay thế ""[Giá cao nhất]"" và ""[",0.1534296681917733,0.5408653846153848,0.5066666666666667,0.4383561643835616,0.48,0.7250118851661682,0.5613959048116961,0.8638242894056846,0.8461538461538461,0.76,0.8461538461538461,0.9594117403030396,-0.4079662366199228,-0.32295890479029976,-0.33948717948717944,-0.3216438356164384,-0.36615384615384616,-0.23439985513687134
930a50e6213d15274dcc,Từ nào có giá trị cao nhất và bằng bao nhiêu?,"Từ 'drive' có giá trị cao nhất, bằng 8.","* Giá trị cao nhất: **[Giá trị của từ đó]**
 
Ví dụ: 
* Giá trị cao nhất: **100** 

Hãy cung cấp biểu đồ và câu hỏi để tôi có thể giúp bạn.",0.011103047724581823,0.3034013605442177,0.32653061224489793,0.1702127659574468,0.32653061224489793,0.6385579705238342,0.4832697830906221,0.7361111111111112,0.7272727272727273,0.5,0.7272727272727273,0.9302704334259032,-0.47216673536604026,-0.4327097505668935,-0.40074211502782936,-0.32978723404255317,-0.40074211502782936,-0.291712462902069
bfbbda0d59b5e565c25d,Từ nào có giá trị cao nhất?,"Từ ""span"" có giá trị cao nhất trong số các từ được liệt kê trong biểu đồ.",,0.0,0.0,0.0,0.0,0.0,0.0,0.1546733461128846,0.3409090909090909,0.4516129032258064,0.3448275862068966,0.4516129032258064,0.7855945229530334,-0.1546733461128846,-0.3409090909090909,-0.4516129032258064,-0.3448275862068966,-0.4516129032258064,-0.7855945229530334
23e4d909e37bab7345ec,Khoảng thời gian nào trong ngày có nhiều chuyến hạ cánh nhất?,"Khoảng thời gian từ 9 giờ đến 12 giờ có số lượng hạ cánh cao nhất, với 9 chuyến.","Theo biểu đồ, khoảng thời gian **từ 17:00 đến 18:00** có nhiều chuyến hạ cánh nhất.",0.01434533437144611,0.3435135135135135,0.6,0.37499999999999994,0.52,0.7929373979568481,0.390466281443673,0.7643085167027704,0.925925925925926,0.7692307692307692,0.888888888888889,0.961865484714508,-0.37612094707222693,-0.42079500318925694,-0.32592592592592606,-0.3942307692307692,-0.36888888888888893,-0.1689280867576598
d5adf37d1f25002e681e,Năm nào có thời gian xây dựng kho hàng lâu nhất?,"Năm 2005 và 2006 có thời gian xây dựng kho hàng lâu nhất, khoảng hơn 110 ngày.","Để trả lời câu hỏi này, cần xem biểu đồ về thời gian xây dựng kho hàng. 
 
**Lưu ý:** 
* Bạn cần cung cấp biểu đồ để tôi có thể phân tích và trả lời câu hỏi. 
* Tôi chỉ có thể trả lời dựa trên thông tin được",0.05992026878339571,0.3221796332746296,0.42105263157894735,0.25806451612903225,0.3789473684210526,0.6637776494026184,0.532039440904694,0.7129491017964071,0.84,0.7500000000000001,0.84,0.962586224079132,-0.4721191721212983,-0.3907694685217775,-0.4189473684210526,-0.49193548387096786,-0.4610526315789474,-0.29880857467651356
5e3d5ce945bc29b4c733,Thành phố/vùng nào có tỷ lệ tăng trưởng chi phí nhà ở cao nhất?,"Nashville có tỷ lệ tăng trưởng chi phí nhà ở cao nhất, đạt 365%.","Để trả lời câu hỏi này, cần xem biểu đồ về tỷ lệ tăng trưởng chi phí nhà ở của từng thành phố/vùng. 
 
**Lưu ý:** 
* Bạn cần cung cấp biểu đồ để tôi có thể phân tích và trả lời chính xác. 
* Tôi chỉ",0.08678345215657841,0.39789880449221116,0.3291139240506329,0.2337662337662338,0.3291139240506329,0.6658973693847656,0.8091067115702212,0.9268808114961962,0.9375,0.9333333333333332,0.9375,0.9900397658348083,-0.7223232594136427,-0.528982007003985,-0.6083860759493671,-0.6995670995670995,-0.6083860759493671,-0.3241423964500427
